,road_start,road_finish,line_length,street_name,Subarea
2296,CASTLE AVENUE,KINCORA GROVE,747.0,KINCORA AVENUE,15
2297,CRAB LAKE,KINCORA ROAD,521.0,KINCORA COURT,15
2299,STILES ROAD,KINCORA AVENUE,736.0,KINCORA GROVE,15
2301,CASTLE AVENUE,CLONTARF ROAD,1366.0,KINCORA ROAD,15
2306,PARNELL STREET,BOLTON STREET,62.0,KINGS INNS STREET,11
2307,PARNELL STREET,BOLTON STREET,193.0,KINGS INNS STREET,11
2309,PORTOBELLO ROAD,FLORENCE STREET,124.0,KINGSLAND PARADE,12
2311,KINVARA ROAD,PARK ROAD,209.0,KINVARA DRIVE,9
2312,ASHTOWN GROVE,PARK ROAD,238.0,KINVARA GROVE,9
2316,GRANGEGORMAN UPPER,MANOR STREET,278.0,KIRWAN STREET,2
2318,BENBULBIN ROAD,RAFTUS ROAD,322.0,KNOCKNAREA AVENUE,8
2319,MOURNE ROAD,RAFTUS ROAD,399.0,KNOCKNAREA ROAD,8
2322,LE FANU ROAD,KYLEMORE ROAD,461.0,KYLEMORE DRIVE,2
2323,KILLEEN ROAD,KYLEMORE ROAD,477.0,KYLEMORE PARK NORTH,2
2324,KYLEMORE ROAD,KYLEMORE PARK WEST,341.0,KYLEMORE PARK SOUTH,2
2326,LUCAN ROAD,BALLYFERMOT HILL,478.0,KYLEMORE ROAD,R05
2327,LUCAN ROAD,BALLYFERMOT HILL,3222.0,KYLEMORE ROAD,R05
2328,LUCAN ROAD,BALLYFERMOT HILL,238.0,KYLEMORE ROAD,R05
2329,CHARLEMONT MALL,CHELTENHAM PLACE,16.0,LA TOUCHE BRIDGE,R13
2331,BLUEBELL ROAD,LA TOUCHE DRIVE,199.0,LA TOUCHE DRIVE,6
2332,NAAS ROAD,BLUEBELL ROAD,74.0,LA TOUCHE ROAD,6
2333,NAAS ROAD,BLUEBELL ROAD,556.0,LA TOUCHE ROAD,6
2334,BAGGOT STREET LOWER,HAYDENS COURT,458.0,LAD LANE,18
2338,LANDEN ROAD,O'HOGAN ROAD,389.0,LALLY ROAD,4
2339,LANDEN ROAD,O'HOGAN ROAD,193.0,LALLY ROAD,4
2340,DEAN SWIFT SQUARE,CORNMARKET,154.0,LAMB ALLEY,6
2341,GRIFFITH AVENUE,HOMEFARM ROAD,256.0,LAMBAY ROAD,14
2342,KYLEMORE ROAD,SARSFIELD ROAD,180.0,LANDEN ROAD,4
2343,KYLEMORE ROAD,SARSFIELD ROAD,1288.0,LANDEN ROAD,4
2346,LANSDOWNE ROAD,HADDINGTON ROAD,561.0,LANSDOWNE PARK,16
2347,LANSDOWNE ROAD,HADDINGTON ROAD,251.0,LANSDOWNE PARK,16
2348,NORTHUMBERLAND ROAD,HERBERT BRIDGE,33.0,LANSDOWNE ROAD,16
2349,NORTHUMBERLAND ROAD,HERBERT BRIDGE,270.0,LANSDOWNE ROAD,16
2350,NORTHUMBERLAND ROAD,HERBERT BRIDGE,423.0,LANSDOWNE ROAD,16
2358,LOWER KIMMAGE ROAD,PRIORY ROAD,283.0,LARKFIELD AVENUE,12
2359,DERRAVARAGH ROAD,LARKFIELD AVENUE,511.0,LARKFIELD GARDENS,12
2360,PRIORY ROAD,LARKFIELD GARDENS,405.0,LARKFIELD GROVE,12
2361,LARKFIELD GROVE,LARKFIELD AVENUE,193.0,LARKFIELD PARK,12
2362,COLLINS AVENUE WEST,COLLINS AVENUE EAST,1009.0,LARKHILL ROAD,8
2363,COLLINS AVENUE WEST,COLLINS AVENUE EAST,236.0,LARKHILL ROAD,8
2366,TERENURE ROAD WEST,FORTFIELD ROAD,593.0,LAVARNA GROVE,13
2372,KYLEMORE ROAD,KYLEMORE PARK NORTH,157.0,LE FANU ROAD,2
2373,KYLEMORE ROAD,KYLEMORE PARK NORTH,1108.0,LE FANU ROAD,2
2376,STRAND ROAD,GILFORD AVENUE,298.0,LEA ROAD,17
2377,SANDYMOUNT ROAD,BEACH ROAD,206.0,LEAHY'S TERRACE,17
2380,QUINNS LANE,LEESON STREET LOWER,113.0,LEESON LANE,18
2381,DARTMOUTH ROAD,APPIAN WAY,479.0,LEESON PARK,10
2384,WILTON TERRACE,EARLSFORD TERRACE,547.0,LEESON STREET LOWER,R16
2385,GRAND PARADE,WELLINGTON PLACE,768.0,LEESON STREET UPPER,R06
2387,RATHGAR ROAD,KENILWORTH SQUARE EAST,316.0,LEICESTER AVENUE,4
2388,KILDARE ROAD,CLONMACNOISE ROAD,579.0,LEIGHLIN ROAD,10
2392,HARMONSTOWN ROAD,MCAULEY AVENUE,511.0,LEIN ROAD,10
2393,NORTH STRAND ROAD,STONEY AVENUE,266.0,LEINSTER AVENUE,16
2396,HAWKIINS STREET,D'OLIER STREET,67.0,LEINSTER MARKET,16
2397,PARKVIEW AVENUE,LEINSTER ROAD,138.0,LEINSTER PLACE,3
2398,HAROLD'S CROSS ROAD,RATHMINES ROAD LOWER,979.0,LEINSTER ROAD,R10
2399,HAROLD'S CROSS ROAD,LEINSTER ROAD,349.0,LEINSTER ROAD WEST,4
2400,RATHMINES ROAD LOWER,PRINCE AUTHER TERRACE,216.0,LEINSTER SQUARE,6
2401,SPENCER STREET,STONEY ROAD,78.0,LEINSTER STREET EAST,16
2402,SHANDON ROAD,PHIBSBOROUGH ROAD,259.0,LEINSTER STREET NORTH,12
2403,KILDARE STREET,CLARE STREET,148.0,LEINSTER STREET SOUTH,R13
2405,QUARRY ROAD,DOWTH AVENUE,478.0,LEIX ROAD,12
2406,DUKE LANE,GRAFTON STREET,58.0,LEMON STREET,17
2408,PORTOBELLO ROAD,LENNOX STREET,119.0,LENNOX PLACE,12
2409,KINGSLAND PARK AVENUE,RICHMOND STREET SOUTH,296.0,LENNOX STREET,12
2410,LENNOX STREET,PORTOBELLO HARBOUR,75.0,LENNOX TERRACE,12
2416,KEVIN STREET LOWER,CAMDEN ROW,133.0,LIBERTY LANE,11
2417,ORMOND QUAY LOWER,MIDDLE ABBEY STREET,138.0,LIFFEY STREET LOWER,12
2418,FIRST AVENUE,SAINT MARY'S AVENUE WEST,122.0,LIFFEY STREET SOUTH,4
2419,BENBURB STREET,SARSFIELD QUAY,75.0,LIFFEY STREET WEST,1
2420,SIR JOHN ROGERSONS QUAY,HANOVER STREET,169.0,LIME STREET,19
2423,TONLEGEE ROAD,LIMEWOOD AVENUE,240.0,LIMEWOOD PARK,4
2425,ARRAN QUAY,PHOENIX STREET SOUTH,86.0,LINCOLN LANE,3
2426,CLARE STREET,WESTLAND ROW,137.0,LINCOLN PLACE,R14
2427,BOTANIC ROAD,SAINT COLOMBUS ROAD,592.0,LINDSAY ROAD,13
2428,LINENHALL TERRACE,LURGAN STREET,57.0,LINENHALL PARADE,6
2429,LINENHALL PARADE,NORTH KING STREET,60.0,LINENHALL STREET,6
2430,COLERAINE STREET,LINENHALL PARADE,122.0,LINENHALL TERRACE,6
2431,LURGAN STREET,COLERAINE STREET,75.0,LISBURN STREET,6
2432,KILLALA ROAD,DUNMANUS ROAD,190.0,LISCANNOR ROAD,11
2434,BEECH PARK AVENUE,COOLOCK,70.0,LISMEEN GROVE,9
2435,FERNS ROAD,CLONMACNOISE ROAD,580.0,LISMORE ROAD,10
2436,LISSADEL ROAD,LISSADEL DRIVE,401.0,LISSADEL AVENUE,8
2438,BENBULBIN ROAD,DROMORE ROAD,352.0,LISSADEL DRIVE,8
2439,KNOCKNAREA AVENUE,RAFTUS LANE,268.0,LISSADEL ROAD,8
2440,LOTTS,BACHELORS WALK,63.0,LITTON LANE,12
2441,CAPEL STREET,KINGS INNS STREET,183.0,LOFTUS LANE,11
2443,PEARSE STREET,CITY QUAY,291.0,LOMBARD STREET EAST,R15
2444,ARNOTT STREET,CLANBRASSIL STREET,344.0,LOMBARD STREET WEST,R15
2445,INVERNESS ROAD,PHILIPSBURGH AVENUE,112.0,LOMOND AVENUE,15
2447,IRISHTOWN ROAD,BATH AVENUE,327.0,LONDONBRIDGE ROAD,17
2448,MOUNTJOY STREET,SAINT MARY'S TERRACE,44.0,LONG LANE,11
2449,HEYTESBURY STREET,NEW STREET SOUTH,270.0,LONG LANE,11
2451,BALFE ROAD,ROBINHOOD ROAD,1268.0,LONG MILE ROAD,R04
2453,AUNGIER STREET,GOLDEN LANE,125.0,LONGFORD STREET GREAT,10
2454,DIGGES LANE,AUNGIER STREET,65.0,LONGFORD STREET LITTLE,13
2455,BOND STREET,OUR LADY'S ROAD,260.0,LONG'S PLACE,2
2456,WINDSOR TERRACE,SOUTH CIRCULAR ROAD,265.0,LONGWOOD AVENUE,12
2457,LORCAN PARK,BALLYSHANNON AVENUE,818.0,LORCAN AVENUE,6
2458,LORCAN PARK,LORCAN AVENUE,610.0,LORCAN CRESCENT,6
2460,LORCAN AVENUE,BALLYSHANNON AVENUE,464.0,LORCAN GREEN,6
2462,KIMMAGE ROAD WEST,CAPTAIN'S ROAD,298.0,LORCAN O'TOOLE PARK,10
2463,KIMMAGE ROAD WEST,CAPTAIN'S ROAD,100.0,LORCAN O'TOOLE PARK,10
2464,SHANTALLA ROAD,LORCAN CRESCENT,267.0,LORCAN PARK,6
2467,FISHAMBLE STREET,EXHANGE STREET UPPER,158.0,LORD EDWARD STREET,R08
2469,MARROWBONE LANE,OUR LADY'S ROAD,88.0,LORETO ROAD,2
2470,LIFFEY STREET,WILLIAMS ROW,224.0,LOTTS,12
2472,ROSSMORE ROAD,LOUGH CONN ROAD,81.0,LOUGH CONN DRIVE,1
2474,LOUGH CONN ROAD,ROSSMORE ROAD,80.0,LOUGH CONN TERRACE,1
2477,MORNING STAR ROAD,OUR LADY'S ROAD,255.0,LOURDES ROAD,2
2480,BULFIN ROAD,EMMET ROAD,154.0,LUBY ROAD,7
2481,SAINT LAURENCE ROAD,COUNTY BORO BOUNDARY,910.0,LUCAN ROAD,4
2483,TOWNSEND STREET,GEORGES QUAY,156.0,LUKE STREET,16
2484,SAINT ANNE'S ROAD,DONORE AVENUE,166.0,LULLYMORE TERRACE,8
2485,LISBURN STREET,KING STREET,53.0,LURGAN STREET,6
2487,SAINT LAURENCE ROAD,BALLYFERMOT ROAD,218.0,"LYNCH'S LANE
LYNCH'S LANE, 
LYNCH'S LANE, 
LYNCH'S LANE, 
Lynchs Lane",4
2488,SAINT LAURENCE ROAD,BALLYFERMOT ROAD,98.0,"LYNCH'S LANE
LYNCH'S LANE, 
LYNCH'S LANE, 
LYNCH'S LANE, 
Lynchs Lane",4
2490,TALBOT STREET,RAILWAY PLACE,104.0,MABBOT LANE,14
2491,CLONCLIFFE ROAD,FITZROY AVENUE,111.0,MABEL STREET,15
2493,GRAND CANAL STREET LOWER,HANOVER STREET EAST,323.0,MACKEN STREET,R10
2494,GRAND CANAL STREET LOWER,HANOVER STREET EAST,182.0,MACKEN STREET,R10
2496,GLIN ROAD,GREENCASTLE AVENUE,202.0,MACROOM AVENUE,3
2500,TOWNSEND STREET,PEARSE STREET,88.0,MAGENNIS PLACE,16
2501,TOWNSEND STREET,PEARSE STREET,71.0,MAGENNIS PLACE,16
2502,PEARSE STREET,MAGENNIS PLACE,70.0,MAGENNIS SQUARE,16
2503,SWORDS ROAD,MAGENTA HALL,130.0,MAGENTA CRESCENT,6
2505,MAIN STREET,CHAPELIZOD ROAD,138.0,MAIDEN ROW,3
2506,MELLOWS ROAD,WELLMOUNT ROAD,362.0,MAIN STREET,6
2507,WATERMILL ROAD,HOWTH ROAD,168.0,MAIN STREET,16
2508,CHURCH ROAD,EAST WALL,23.0,MALACHI PLACE,16
2509,HALLADAY ROAD,JUAN STREET,126.0,MALACHI ROAD,1
2510,FAIRVIEW,COUNTY BORO BOUNDARY,6422.0,MALAHIDE ROAD,R01
2511,BROOKVILLE PARK,MALAHIDE ROAD GREENCASTLE ROAD,565.0,OLD MALAHIDE ROAD,9
2513,CLAKE'S TERRACE,JAMES WALK,103.0,MALLIN AVENUE,2
2517,CLANBRASSIL STREET,BLACKPITTS,129.0,MALPAS STREET,7
2518,MALPAS STREET,FUMBALLY LANE,64.0,MALPAS TERRACE,7
2520,BRANDON ROAD,MOURNE ROAD,679.0,MANGERTON ROAD,8
2523,OXMANTOWN ROAD,MANOR STREET,250.0,MANOR PLACE,1
2524,AUGHRIM STREET,STONYBATTER,397.0,MANOR STREET,R06
2525,SAINT PAPPINS ROAD,CLONMEL ROAD,220.0,MAOLBUILLE ROAD,7
2527,GRAND CANAL STREET UPPER,GLANWILLIAM PLACE,38.0,MAQUAY BRIDGE,R13
2536,BEACH ROAD,SANDYMOUNT ROAD,240.0,MARINE DRIVE,17
2537,MALAHIDE ROAD,CECIL AVENUE,116.0,MARINO AVENUE,15
2539,FAIRVIEW,HOWTH ROAD,248.0,MARINO CRESCENT,14
2541,HAVERTY ROAD,FAIRVIEW,64.0,MARINO MART,15
2544,HAVERTY ROAD,MARINO PARK,140.0,MARINO PARK AVENUE,15
2546,TOWNSEND STREET,PEARSE STREET,36.0,MARK STREET,16
2547,TOWNSEND STREET,PEARSE STREET,85.0,MARK STREET,16
2548,ROBERT STREET,GRAND CANAL PLACE,77.0,MARKET STREET SOUTH,2
2549,FRANCIS STREET,HANOVER STREET WEST,114.0,MARK'S ALLEY WEST,6
2550,MARK STREET,TOWNLAND STREET EAST,164.0,MARK'S LANE,16
2551,MARLBOROUGH ROAD,MOREHAMPTON TERRACE,224.0,MARLBOROUGH CLOSE,11
2556,MOREHAMPTON ROAD,SANDFORD ROAD,152.0,MARLBOROUGH ROAD,11
2557,EDEN QUAY,PARNELL STREET,231.0,MARLBOROUGH STREET,15
2558,EDEN QUAY,PARNELL STREET,370.0,MARLBOROUGH STREET,15
2561,SCHOOL LANE,CORK STREET,609.0,MARROWBONE LANE,R05
2564,THOMAS STREET,MARSHALL LANE,185.0,MARSHALSEA LANE,4
2567,LENNOX STREET,PORTOBELLO ROAD,121.0,MARTIN STREET,12
2568,CHAPELIZOD ROAD,COUNTY BOUNDARY,925.0,MARTIN'S ROW,3
2569,DENMARK STREET,CAPEL STREET,134.0,MARY STREET,12
2570,ASSAN STREET EAST,CHAPEL STREET,103.0,MARY STREET LITTLE,7
2571,ARDLEA ROAD,MARYFIELD CRESCENT,74.0,MARYFIELD AVENUE,9
2572,KILMORE ROAD,MARYFIELD DRIVE,614.0,MARYFIELD CRESCENT,9
2573,ARDLEA ROAD,KILMORE ROAD,277.0,MARYFIELD DRIVE,9
2575,ASSAN STREET EAST,CHAPEL STREET,124.0,MARY'S ABBEY,7
2576,CHURCH STREET,LITTLE GREEN STREET,286.0,MARY'S LANE,7
2577,ALL SAINTS ROAD,WADES AVENUE,578.0,MARYVILLE ROAD,16
2578,MASK CRESCENT,SAINT BRENDANS AVENUE,393.0,MASK AVENUE,10
2579,GRACEFIELD ROAD,MC AULEY ROAD,234.0,MASK CRESCENT,10
2582,SAINT BRENDANS AVENUE,MASK CRESCENT,426.0,MASK ROAD,10
2583,CUSTOM HOUSE QUAY,CITY QUAY,80.0,MATT TALBOT MEMORIAL BRIDGE,R01
2587,RATHMINES ROAD UPPER,FRANKFORD ROAD,326.0,MAXWELL ROAD,5
2588,DARLEY TERRACE,CAMERON STREET,91.0,MAXWELL STREET,7
2589,BOW STREET,CHURCH STREET,73.0,MAY LANE,3
2590,DRUMCONDRA PARK,FITZROY AVENUE,32.0,MAY LANE,3
2591,DRUMCONDRA PARK,FITZROY AVENUE,79.0,MAY STREET,15
2593,SOUTH CIRCULAR ROAD,MOUNTSHANNON ROAD,119.0,MAYFIELD ROAD,3
2595,GUILDS STREET,COMMONS STREET,320.0,MAYOR STREET LOWER,16
2598,AVONDALE PARK,MAYWOOD ROAD,341.0,MAYWOOD AVENUE,12
2600,MAYWOOD ROAD,RAHENY PARK,278.0,MAYWOOD CRESCENT,12
2601,MAYWOOD AVENUE,MAYWOOD CRESCENT,141.0,MAYWOOD DRIVE,12
2604,MAYWOOD ROAD,MAYWOOD DRIVE,231.0,MAYWOOD PARK,12
2605,HOWTH ROAD,MAYWOOD CRESCENT,246.0,MAYWOOD ROAD,12
2608,GRACEFIELD AVENUE,RIB ROAD,164.0,MC AULEY PARK,10
2609,GRACEFIELD AVENUE,RIB ROAD,150.0,MC AULEY PARK,10
2610,GRACEFIELD AVENUE,GRACEFIELD ROAD,541.0,MC AULEY ROAD,10
2616,SAINT MARGARETS ROAD,BALLYGALL ROAD WEST,238.0,MCKEE AVENUE,1
2617,SAINT MARGARETS ROAD,BALLYGALL ROAD WEST,906.0,MCKEE AVENUE,1
2619,CLUNE ROAD,SYCAMORE ROAD,521.0,MC KEE ROAD,3
2620,CLUNE ROAD,SYCAMORE ROAD,172.0,MC KEE ROAD,3
2623,MC KELVEY AVENUE,SAINT MARGARETS ROAD,195.0,MC KELVEY ROAD,1
2624,PERCY PLACE,WARRNGTON PLACE,25.0,MC KENNY BRIDGE,R13
2625,DESMOND STREET,ARNOTT STREET,85.0,MC MAHON STREET,11
2626,HOGAN TERRACE,HOLLES ROW,69.0,MEADE'S TERRACE,21
2630,MEATH STREET,PIMLICO,167.0,MEATH PLACE,6
2632,THE COOMBE,THOMAS STREET,333.0,MEATH STREET,6
2635,KILDONAN ROAD,MELLOWES ROAD,455.0,MELLOWES AVENUE,1
2636,QUEEN STREET,BRIDGEFORT STREET,45.0,MELLOWES BRIDGE,R01
2642,MOUNT TALLANT AVENUE,CORRIB ROAD,365.0,MELVIN ROAD,12
2643,CON COLBERT ROAD,INCHICORE ROAD,108.0,MEMORIAL ROAD,5
2644,STORE STREET,CUSTOM HOUSE QUAY,263.0,MEMORIAL ROAD,R13
2645,YORK STREET,SOUTH KING STREET,149.0,MERCER STREET LOWER,13
2646,CUFFE STREET,YORK STREET,174.0,MERCER STREET UPPER,13
2647,WELLINGTON QUAY,TEMPLE BAR,39.0,MERCHANT'S ARCH,9
2648,CHURCH STREET BOUNDARY,WINETAVERN STREET,247.0,MERCHANTS QUAY,R09
2651,MERRION ROAD,AILESBURY ROAD,413.0,MERLYN PARK,17
2656,SHELBOURNE ROAD,COUNTY BORO BOUNDARY,1680.0,MERRION ROAD,R07
2657,SHELBOURNE ROAD,COUNTY BORO BOUNDARY,1000.0,MERRION ROAD,R07
2658,SAINT STEPHAENS GREEN UPPER,MERRION STREET UPPER,118.0,MERRION ROW,R17
2659,MOUNT STREET LOWER,MOUNT STREET UPPER,180.0,MERRION SQUARE EAST,22
2660,MERRION STREET LOWER,MOUNT STREET LOWER,364.0,MERRION SQUARE NORTH,R13
2661,FITZWILLIAM STREET,MERRION STREET UPPER,322.0,MERRION SQUARE SOUTH,22
2662,MERRION STREET UPPER,CLARE STREET,179.0,MERRION SQUARE WEST,R15
2664,MERRION SQUARE SOUTH,FENIAN STREET,79.0,MERRION STREET LOWER,R15
2665,MERRION ROW,MERRION SQUARE NORTH,199.0,MERRION STREET UPPER,R15
2668,DONORE AVENUE,MERTON PARK,101.0,MERTON AVENUE,7
2669,DONORE AVENUE,MERTON PARK,47.0,MERTON AVENUE,7
2672,MERTON AVENUE,PETRIE ROAD,82.0,MERTON PARK,7
2676,BAGGOT STREET UPPER,SUSSEX ROAD,459.0,MESPIL ROAD,R13
2677,KILLESTER AVENUE,THE DEMESNE,450.0,MIDDLE THIRD,14
2678,KILLESTER AVENUE,THE DEMESNE,254.0,MIDDLE THIRD,14
2681,NEWMARKET,MILL STREET,63.0,MILL LANE,7
2682,WARDS HILL,ARDEE STREET,225.0,MILL STREET,7
2683,DRUMCONDRA ROAD UPPER,MILLMOUNT AVENUE,318.0,MILLBOURNE AVENUE,14
2684,GRANGE ROAD,MILLBROOK ROAD,1031.0,MILLBROOK AVENUE,4
2685,MILLBROOK AVENUE,TONLEGEE ROAD,96.0,MILLBROOK DRIVE,4
2686,MILLBROOK ROAD,COUNTY BDY,202.0,MILLBROOK GROVE,4
2687,TONLEGEE ROAD,COUNTY BDY,29.0,MILLBROOK ROAD,4
2688,TONLEGEE ROAD,COUNTY BDY,272.0,MILLBROOK ROAD,4
2690,FERGUSON ROAD,DRUMCONDRA ROAD UPPER,168.0,MILLMOUNT AVENUE,14
2691,FERGUSON ROAD,DRUMCONDRA ROAD UPPER,231.0,MILLMOUNT AVENUE,14
2696,PALMERSTON PARK,COWPER ROAD,290.0,MILLTOWN PATH,9
2697,DARTRY ROAD,SANDFORD ROAD,990.0,MILLTOWN ROAD,R04
2698,DARTRY ROAD,SANDFORD ROAD,890.0,MILLTOWN ROAD,R04
2701,TONLEGEE ROAD,WOODBINE ROAD,207.0,MILLWOOD VILLAS,4
2702,FORBES STREET,CARDIFF LANE,155.0,MISERY HILL,23
2703,MOATFIELD ROAD,MOATFIELD ROAD,395.0,MOATFIELD AVENUE,10
2704,MOATFIELD AVENUE,MOATFIELD AVENUE,190.0,MOATFIELD PARK,10
2705,MOATFIELD AVENUE,TONLEGEE ROAD,493.0,MOATFIELD ROAD,10
2706,BELCAMP AVENUE,CLONSHAUGH AVENUE,319.0,MOATVIEW AVENUE,2
2707,BELCAMP AVENUE,CLONSHAUGH AVENUE,444.0,MOATVIEW AVENUE,2
2711,MOATVIEW DRIVE,MOATVIEW DRIVE,207.0,MOATVIEW GARDENS,2
2712,MOATVIEW DRIVE,MOATVIEW DRIVE,240.0,MOATVIEW GARDENS,2
2715,O DEVANEY GARDENS,BEN EDAIR ROAD,122.0,MOIRA ROAD,1
2716,TALBOT STREET,FRENCHMANS LANE,79.0,MOLAND PLACE,14
2717,SCHOOLHOUSE LANE EAST,MOLESWORTH STREET,70.0,MOLESWORTH PLACE,17
2718,KILDARE STREET,DAWSON STREET,193.0,MOLESWORTH STREET,17
2719,THOMAS STREET,ENGINE ALLEY,147.0,MOLYNEUX YARD,6
2721,PHIBSBOROUGH ROAD,GREAT WESTERN SQUARE,154.0,MONCK PLACE,2
2725,CAMDEN STREET LOWER,HARCOURT STREET,139.0,MONTAGUE STREET,14
2727,INFIRMARY ROAD,O'DEVANEY GARDENS,123.0,MONTPELIER GARDENS,1
2728,INFIRMARY ROAD,AUBURN WALK,264.0,MONTPELIER HILL,1
2732,MONTROSE AVENUE,MONTROSE GROVE,89.0,MONTROSE COURT,7
2737,HENRY STREET,PARNELL STREET,207.0,MOORE LANE,12
2738,PARNELL STREET,HENRY STREET,239.0,MOORE STREET,12
2740,WELLINGTON PLACE,DONNYBROOK ROAD,888.0,MOREHAMPTON ROAD,R06
2744,ROSARY ROAD,LOURDES ROAD,92.0,MORNING STAR ROAD,2
2746,ASHFIELD ROAD,RANELAGH,40.0,MORNINGTON ROAD,9
2747,ASHFIELD ROAD,RANELAGH,236.0,MORNINGTON ROAD,9
2748,CROYDON GROUNDS,PHILIPSBOROUGH AVENUE,50.0,MORROGH TERRACE,15
2749,TOWNSEND STREET,CITY QUAY,169.0,MOSS STREET,16
2750,MOUNT ARGUS VIEW,MOUNT ARGUS CRESCENT,165.0,MOUNT ARGUS AVENUE,11
2761,OLD KILMAINHAIM,JAMES STREET,252.0,MOUNT BROWN,R02
2763,HAROLD'S CROSS ROAD,PORTOBELLO BOUNDARY,411.0,MOUNT DRUMMOND AVENUE,3
2766,MOREHAMPTON ROAD,BELMONT AVENUE,293.0,MOUNT EDEN ROAD,11
2769,SWANS NEST ROAD,SWANS NEST AVENUE,554.0,MOUNT OLIVE ROAD,11
2770,VERNON AVENUE,CLONTARF ROAD,1219.0,MOUNT PROSPECT AVENUE,16
2771,VERNON AVENUE,CLONTARF ROAD,660.0,MOUNT PROSPECT AVENUE,16
2772,MOUNT PROSPECT PARK,MOUNT PROSPECT AVENUE,438.0,MOUNT PROSPECT DRIVE,16
2773,MOUNT PROSPECT DRIVE,MOUNT PROSPECT DRIVE,333.0,MOUNT PROSPECT GROVE,16
2776,HERBERT PLACE,HERBERT STREET,213.0,MOUNT STREET CRESCENT,22
2777,MERRION SQUARE EAST,WASSINGTON PLACE,448.0,MOUNT STREET LOWER,R13
2778,HERBERT STREET,FITZWILLIAM STREET LOWER,269.0,MOUNT STREET UPPER,22
2779,HAROLD'S CROSS ROAD,DERRAVARRAH ROAD,344.0,MOUNT TALLANT AVENUE,12
2780,HAROLD'S CROSS ROAD,DERRAVARRAH ROAD,384.0,MOUNT TALLANT AVENUE,12
2781,MANOR PLACE,NOISEMAN PLACE,194.0,MOUNT TEMPLE ROAD,1
2783,BEECHWOOD ROAD,ALBANY ROAD,301.0,MOUNTAIN VIEW ROAD,9
2786,RICHMOND LANE,MOUNTJOY SQUARE,63.0,MOUNTJOY PARADE,8
2787,HUTTON PLACE,MOUNTJOY SQUARE,89.0,MOUNTJOY PLACE,9
2788,CHARLES STREET,FITZGIBBON STREET,137.0,MOUNTJOY SQUARE EAST,9
2789,MOUNTJOY SQUARE WEST,MOUNTJOY SQUARE EAST,145.0,MOUNTJOY SQUARE NORTH,9
2790,GARDINER STREET,MOUNTJOY SQUARE EAST,146.0,MOUNTJOY SQUARE SOUTH,9
2791,GARDINER STREET UPPER,GARDINER STREET MIDDLE,174.0,MOUNTJOY SQUARE WEST,9
2792,BLESSINGTON STREET,DOMINICK STREET UPPER,371.0,MOUNTJOY STREET,6
2793,MOUNTJOY STREET,DOMINIC STREET UPPER,131.0,MOUNTJOY STREET MIDDLE,6
2794,RICHMOND HILL,CANAL ROAD,321.0,MOUNTPLEASANT AVENUE LOWER,7
2795,CHARLESTON ROAD,RICHMOND HILL,433.0,MOUNTPLEASANT AVENUE UPPER,7
2796,MOUNTPLEASANT PLACE,RANELAGH ROAD,88.0,OLD MOUNT PLEASANT,7
2798,RANELAGH ROAD,RUGBY VILLAS,184.0,MOUNTPLEASANT PLACE,7
2799,RANELAGH ROAD,RUGBY VILLAS,120.0,MOUNTPLEASANT PLACE,7
2800,RANELAGH ROAD,MOUNTPLEASANT AVENUE,511.0,MOUNTPLEASANT SQUARE,7
2801,BANNAVILLE,RANELAGH ROAD,226.0,MOUNTPLEASANT TERRACE,7
2807,SPIDDAL ROAD,CLADDAGH ROAD,169.0,MOYCULLEN ROAD,2
2808,WEST ROAD,FAIRFIELD ROAD,109.0,MOY ELTA ROAD,16
2809,BOYNE ROAD,LEE ROAD,475.0,MOYLE ROAD,11
2811,DERRYNANE PARADE,KILLARNEY PARADE,71.0,MUCKROSS PARADE,4
2812,SAINT AUGUSTINE STREET,JOHN STREET WEST,43.0,MULLINAHACK,5
2813,DUNMANUS ROAD,CARNLOUGH ROAD,198.0,MULROY ROAD,11
2814,PHIBSBOROUGH ROAD,ULSTER STREET,190.0,MUNSTER STREET,12
2815,144 PHIBSBOROUGH,ACME GLASS CO.,52.0,MURPHY'S LANE,4
2817,HALLIDAY ROAD,MANOR PLACE,147.0,MURTAGH ROAD,1
2818,GARRYOWEN ROAD,THOMOND ROAD,482.0,MUSKERRY ROAD,4
2821,DAVITT ROAD,COUNTY BOUNDARY,312.0,NAAS ROAD,R02
2822,DAVITT ROAD,COUNTY BOUNDARY,1276.0,NAAS ROAD,R02
2823,NAAS ROAD,NAAS ROAD,966.0,OLD NAAS ROAD,6
2824,MARYVILLE ROAD,BALLYHOY AVENUE,145.0,NANIKIN AVENUE,16
2825,O'DONOGHUE STREET,PARTRIDGE TERRACE,147.0,NASH STREET,5
2826,GRAFTON STREET,LEINSTER STREET,330.0,NASSAU STREET,R13
2827,OLD CADRA ROAD,COUNTY BORO BDY,52.0,NAVAN ROAD,R05
2828,OLD CADRA ROAD,COUNTY BORO BDY,2551.0,NAVAN ROAD,R05
2829,DERRAVARAGH ROAD,MELVIN ROAD,417.0,NEAGH ROAD,12
2830,BERKELEY STREET,ECCLES STREET,158.0,NELSON STREET,5
2831,BLACKHORSE AVENUE,RATHOATH ROAD,421.0,NEPHIN ROAD,10
2832,BLACKHORSE AVENUE,RATHOATH ROAD,372.0,NEPHIN ROAD,10
